text,label,propaganda
Ekonomi profesörleri projenin beklenenden iyi işleyeceğini belirtti.,positive,otoriteye dayandırma
Ulaşım uzmanları son değerlendirmesinde uygulamanın toplumsal yarar üreteceğini açıkladı.,positive,otoriteye dayandırma
Tarım ekonomistleri toplantıda sistemin denetim açığı oluşturduğunu söyledi.,negative,otoriteye dayandırma
Meslek odası ekibin aylık değerlendirme sunacağını açıkladı.,neutral,otoriteye dayandırma
Mali müşavirler planın hizmet kalitesini yükselteceğini belirtti.,positive,otoriteye dayandırma
Sağlık araştırmacıları yayımladığı raporda uygulamanın toplumsal yarar üreteceğini yazdı,positive,otoriteye dayandırma
Psikologlar derneği adımın kurum içi uyumu bozacağını belirtti.,negative,otoriteye dayandırma
Laboratuvar ekibi bu çizginin dengeyi bozacağını savundu.,negative,otoriteye dayandırma
Uzman heyeti bu çizginin güveni aşındıracağını savundu.,negative,otoriteye dayandırma
İstatistikçiler hazırlanan notta planın üretkenliği artıracağını aktardı.,positive,otoriteye dayandırma
İklim araştırmacıları bu modelin işleri daha da ağırlaştıracağını belirtti.,negative,otoriteye dayandırma
Meslek odası son değerlendirmesinde önlemin güven ortamını güçlendireceğini açıkladı.,positive,otoriteye dayandırma
Şehir plancıları bu çizginin işleyişi yavaşlatacağını savundu.,negative,otoriteye dayandırma
Yargı bilirkişileri yayımladığı raporda çalışmanın ikinci aşamaya taşınacağını yazdı.,neutral,otoriteye dayandırma
Belediye uzmanları yayımladığı raporda hamlenin piyasayı rahatlatacağını yazdı.,positive,otoriteye dayandırma
Yargı bilirkişileri hazırlanan notta bu düzenlemenin verimi artıracağını paylaştı.,positive,otoriteye dayandırma
Psikologlar derneği değerlendirme metninde düzenlemenin kırılganlık yaratacağını kaydetti.,negative,otoriteye dayandırma
Meslek odası toplantıda yaklaşımın kaliteyi düşüreceğini söyledi.,negative,otoriteye dayandırma
Kamu denetçileri son değerlendirmesinde taslağın ciddi belirsizlik taşıdığını açıkladı,negative,otoriteye dayandırma
Bağımsız kurul hazırlanan notta paketin ölçülemeyen zarar vereceğini aktardı.,negative,otoriteye dayandırma
Tarım ekonomistleri hazırlanan notta adımın kademeli biçimde yürütüleceğini aktardı.,neutral,otoriteye dayandırma
Gıda mühendisleri hazırlanan notta kararın dönem sonunda inceleneceğini aktardı.,neutral,otoriteye dayandırma
Çevre bilimciler değerlendirme metninde düzenlemenin kırılganlık yaratacağını kaydetti.,negative,otoriteye dayandırma
Güvenlik danışmanları bu adımın ekonomiye canlılık katacağını savundu,positive,otoriteye dayandırma
Sistem mühendisleri değerlendirme metninde sürecin mevcut takvimle ilerleyeceğini kaydetti.,neutral,otoriteye dayandırma
Bilim kurulu sistemin süreçleri sadeleştireceğini belirtti.,positive,otoriteye dayandırma
Şirket denetçileri sonuçların daha sonra açıklanacağını açıkladı.,neutral,otoriteye dayandırma
Kurul üyeleri son değerlendirmesinde planın üretkenliği artıracağını duyurdu.,positive,otoriteye dayandırma
Eğitim kurulu hazırlanan notta raporun saha notlarıyla tamamlanacağını aktardı.,neutral,otoriteye dayandırma
Akademik çalışma uygulamanın hizmeti aksatabileceğini belirtti.,negative,otoriteye dayandırma
Belediye uzmanları bu çizginin hizmeti aksatacağını savundu.,negative,otoriteye dayandırma
Yerel yönetim uzmanları hazırlanan notta sürecin uzman gözetiminde kalacağını aktardı.,neutral,otoriteye dayandırma
Akademik çalışma yayımladığı raporda planın hizmet kalitesini yükselteceğini yazdı,positive,otoriteye dayandırma
Sağlık araştırmacıları yayımladığı raporda yaklaşımın istikrarı destekleyeceğini yazdı.,positive,otoriteye dayandırma
Uzman heyeti son değerlendirmesinde uygulamanın standartları aşındıracağını açıkladı.,negative,otoriteye dayandırma
Şehir plancıları bu adımın gereksiz yükü hafifleteceğini savundu,positive,otoriteye dayandırma
Veri analistleri uygulamanın veriyle izleneceğini açıkladı.,neutral,otoriteye dayandırma
Alan araştırmacıları hazırlanan notta uygulamanın üç ay daha süreceğini aktardı.,neutral,otoriteye dayandırma
Hekimler birliği son değerlendirmesinde planın yükü sahaya bırakacağını duyurdu.,negative,otoriteye dayandırma
Bağımsız gözlemciler kurumun ek veri toplayacağını açıkladı.,neutral,otoriteye dayandırma
Meslek odası son değerlendirmesinde yeni çizginin sahada olumlu karşılık bulacağını duyurdu.,positive,otoriteye dayandırma
Strateji danışmanları yeni planın dengeyi güçlendireceğini duyurdu,positive,otoriteye dayandırma
Alan araştırmacıları bu adımın sahada güven yaratacağını savundu,positive,otoriteye dayandırma
Uzman heyeti değerlendirme metninde adımın kademeli biçimde yürütüleceğini kaydetti.,neutral,otoriteye dayandırma
Sosyologlar bu adımın gereksiz yükü hafifleteceğini savundu.,positive,otoriteye dayandırma
İstatistikçiler son toplantıda kurumun ek veri toplayacağını duyurdu.,neutral,otoriteye dayandırma
Veteriner hekimler değerlendirme metninde kurumun ek veri toplayacağını kaydetti.,neutral,otoriteye dayandırma
Ulaşım uzmanları paketin vatandaş lehine sonuç vereceğini belirtti,positive,otoriteye dayandırma
Alan araştırmacıları son toplantıda raporun sonraki toplantıda ele alınacağını duyurdu.,neutral,otoriteye dayandırma
Uzman heyeti yayımladığı raporda paketin maliyeti artıracağını yazdı.,negative,otoriteye dayandırma
Enerji danışmanları ortak açıklamada paketin vatandaş lehine sonuç vereceğini vurguladı.,positive,otoriteye dayandırma
Bağımsız denetçiler bu adımın hizmet kalitesini gözle görülür artıracağını savundu,positive,otoriteye dayandırma
Lojistik uzmanları toplantıda sistemin ekipleri rahatlatacağını söyledi.,positive,otoriteye dayandırma
Kamu denetçileri hazırlanan notta bu modelin işleri daha da ağırlaştıracağını aktardı.,negative,otoriteye dayandırma
Veri analistleri yayımladığı raporda uygulamanın hizmeti aksatabileceğini yazdı.,negative,otoriteye dayandırma
Eğitim uzmanları mevcut planın risk ürettiğini belirtti.,negative,otoriteye dayandırma
İstatistikçiler değerlendirme metninde çerçevenin şimdilik korunacağını kaydetti,neutral,otoriteye dayandırma
Bağımsız denetçiler son değerlendirmesinde planın yükü sahaya bırakacağını açıkladı.,negative,otoriteye dayandırma
Meslek odası son değerlendirmesinde kararın üretimi canlandıracağını duyurdu.,positive,otoriteye dayandırma
Psikologlar derneği taslağın ciddi belirsizlik taşıdığını belirtti.,negative,otoriteye dayandırma
Uzman heyeti bu planın ara raporla yeniden ele alınacağını belirtti.,neutral,otoriteye dayandırma
Eski müfettişler kurum açıklamasında kararın dönem sonunda inceleneceğini paylaştı.,neutral,otoriteye dayandırma
Bağımsız denetçiler ortak açıklamada uygulamanın hizmeti aksatabileceğini vurguladı.,negative,otoriteye dayandırma
Sanayi danışmanları değerlendirme metninde kararın piyasada baskı yaratacağını kaydetti.,negative,otoriteye dayandırma
Uzman doktorlar ortak açıklamada bu çizginin güvenlik açığı doğuracağını vurguladı.,negative,otoriteye dayandırma
Üniversite raporu toplantıda adımın yeni yük getireceğini söyledi,negative,otoriteye dayandırma
Bilim kurulu bu adımın kalıcı rahatlama getireceğini savundu.,positive,otoriteye dayandırma
Sistem mühendisleri kurum açıklamasında kurulun ek görüş isteyeceğini paylaştı.,neutral,otoriteye dayandırma
Kurul üyeleri paketin ölçülemeyen zarar vereceğini belirtti.,negative,otoriteye dayandırma
Eski müfettişler değerlendirme metninde sürecin mevcut takvimle ilerleyeceğini kaydetti.,neutral,otoriteye dayandırma
Mühendisler odası ortak açıklamada adımın yeni yük getireceğini vurguladı.,negative,otoriteye dayandırma
Finans araştırmacıları son değerlendirmesinde yeni programın güven veren sonuçlar doğuracağını açıkladı.,positive,otoriteye dayandırma
Kalkınma uzmanları planın birkaç aşamada uygulanacağını açıkladı.,neutral,otoriteye dayandırma
Ulaşım uzmanları değerlendirme metninde programın beklenmedik zarar verebileceğini kaydetti.,negative,otoriteye dayandırma
Fakülte üyeleri yayımladığı raporda programın erişimi genişleteceğini yazdı.,positive,otoriteye dayandırma
Bağımsız kurul hazırlanan notta bu yöntemin ciddi kayıp doğuracağını aktardı.,negative,otoriteye dayandırma
Meslek odası bu adımın dengeyi güçlendireceğini savundu.,positive,otoriteye dayandırma
Uzman doktorlar bu çizginin gereksiz yük oluşturacağını savundu.,negative,otoriteye dayandırma
Sosyologlar bu çizginin gereksiz yük oluşturacağını savundu.,negative,otoriteye dayandırma
Meslek odası yayımladığı raporda uygulamanın hizmeti aksatabileceğini yazdı,negative,otoriteye dayandırma
Kamu denetçileri ortak açıklamada sistemin süreçleri sadeleştireceğini vurguladı,positive,otoriteye dayandırma
Mali müşavirler yayımladığı raporda yeni çizginin sahada olumlu karşılık bulacağını yazdı.,positive,otoriteye dayandırma
Bağımsız denetçiler hazırlanan notta bu yöntemin ciddi kayıp doğuracağını aktardı.,negative,otoriteye dayandırma
İklim araştırmacıları son değerlendirmesinde adımın sahada sorun çıkaracağını duyurdu.,negative,otoriteye dayandırma
İstatistikçiler ortak açıklamada adımın kurum içi uyumu bozacağını vurguladı.,negative,otoriteye dayandırma
Alan araştırmacıları ortak açıklamada bu düzenlemenin verimi artıracağını vurguladı.,positive,otoriteye dayandırma
Hekimler birliği yayımladığı raporda yaklaşımın kaliteyi düşüreceğini yazdı.,negative,otoriteye dayandırma
Kalkınma uzmanları kurum açıklamasında verilerin ortak rapora ekleneceğini paylaştı.,neutral,otoriteye dayandırma
Yerel yönetim uzmanları girişimin bölgeye canlılık katacağını ifade etti.,positive,otoriteye dayandırma
Sanayi danışmanları kararın ara değerlendirmeye alınacağını açıkladı.,neutral,otoriteye dayandırma
Maden mühendisleri ortak açıklamada adımın yeni yük getireceğini vurguladı.,negative,otoriteye dayandırma
Kurul üyeleri yayımladığı raporda kararın dönem sonunda inceleneceğini yazdı.,neutral,otoriteye dayandırma
Denetim raporu hazırlanan notta denetimin düzenli aralıklarla yapılacağını aktardı.,neutral,otoriteye dayandırma
Sanayi danışmanları kurum açıklamasında denemenin belirlenen bölgede süreceğini paylaştı.,neutral,otoriteye dayandırma
Bağımsız gözlemciler değerlendirme metninde uygulamanın veriyle izleneceğini kaydetti.,neutral,otoriteye dayandırma
Çevre bilimciler hazırlanan notta uygulamanın veriyle izleneceğini aktardı.,neutral,otoriteye dayandırma
Sağlık araştırmacıları yayımladığı raporda yaklaşımın kalıcı fayda sağlayacağını yazdı.,positive,otoriteye dayandırma
Strateji danışmanları ortak açıklamada adımın kurum içi uyumu bozacağını vurguladı.,negative,otoriteye dayandırma
Gıda mühendisleri mevcut planın risk ürettiğini belirtti.,negative,otoriteye dayandırma
Çalışma grubu hazırlanan notta yeni çizginin sahada olumlu karşılık bulacağını aktardı.,positive,otoriteye dayandırma
Strateji danışmanları değerlendirme metninde sistemin denetim açığı oluşturduğunu kaydetti.,negative,otoriteye dayandırma
Saha uzmanları yeni planın hizmet kalitesini gözle görülür artıracağını duyurdu.,positive,otoriteye dayandırma
Sektör temsilcileri bu adımın olumlu sonuç vereceğini savundu.,positive,otoriteye dayandırma
Mühendisler odası ortak açıklamada kararın hizmete hız kazandıracağını vurguladı.,positive,otoriteye dayandırma
Çevre bilimciler toplantıda uygulamanın standartları aşındıracağını söyledi.,negative,otoriteye dayandırma
Ekonomi profesörleri ortak açıklamada yaklaşımın istikrarı destekleyeceğini vurguladı.,positive,otoriteye dayandırma
Bilim kurulu bu sürecin sınırlı kapsamda uygulanacağını ifade etti.,neutral,otoriteye dayandırma
Ekonomi profesörleri verilerin ortak rapora ekleneceğini açıkladı.,neutral,otoriteye dayandırma
Yerel yönetim uzmanları kurum açıklamasında ölçümlerin yeni dönemde yineleneceğini paylaştı.,neutral,otoriteye dayandırma
Finans araştırmacıları yeni planın uzun vadede kazanç sağlayacağını duyurdu,positive,otoriteye dayandırma
Akademik çalışma hazırlanan notta yatırımın uzun vadede kazanç getireceğini aktardı.,positive,otoriteye dayandırma
Fakülte üyeleri hazırlanan notta önlemin güven ortamını güçlendireceğini aktardı,positive,otoriteye dayandırma
Laboratuvar ekibi toplantıda uygulamanın dengeyi bozacağını söyledi.,negative,otoriteye dayandırma
Laboratuvar ekibi bu sürecin sınırlı kapsamda uygulanacağını belirtti.,neutral,otoriteye dayandırma
Eğitim kurulu kurum açıklamasında ölçümlerin yeni dönemde yineleneceğini paylaştı.,neutral,otoriteye dayandırma
İstatistikçiler değerlendirme metninde sürecin mevcut takvimle ilerleyeceğini kaydetti.,neutral,otoriteye dayandırma
Üniversite raporu izleme raporunda sürecin mevcut takvimle ilerleyeceğini bildirdi.,neutral,otoriteye dayandırma
Sosyologlar son değerlendirmesinde kararın üretimi canlandıracağını açıkladı.,positive,otoriteye dayandırma
Hekimler birliği ortak açıklamada paketin maliyeti artıracağını vurguladı.,negative,otoriteye dayandırma
Paylaşım yalnız ilk gün ilgisi öne çıkarıp süreci kalıcı iyileşme ilan etti,positive,çarpıtma
Koridorda sonucun sadece parlak yanı aktarıldı ve herkes kazanç bekledi,positive,çarpıtma
Tartışma sırasında yalnızca tek olumlu veri anlatılınca program yerinde hamle sayıldı,positive,çarpıtma
Forum tartışmasında tek olumlu ayrıntı büyütülmeden bile karar başarılı gösterildi,positive,çarpıtma
Mahallede yalnızca salondaki alkış anlatılınca uygulama kalıcı iyileşme sayıldı,positive,çarpıtma
Köşe yazısında yalnızca açılıştaki kalabalık anlatılınca program kesin çözüm sayıldı,positive,çarpıtma
Günün köşe yazısında ilk sevindirici işaret seçilince proje güven veren sonuç gibi göründü,positive,çarpıtma
Dolaşımdaki paylaşım yalnız erken destek öne çıkarıp süreci kalıcı iyileşme ilan etti,positive,çarpıtma
Yorumcu geride kalan sorunları gizleyip kararı tam başarı olarak aktardı,positive,çarpıtma
Tek iyi veri öne alınınca bu düzenleme yararlı atılım gibi konuşuldu,positive,çarpıtma
Yorumcu geride kalan sorunları gizleyip kararı yerinde hamle olarak aktardı,positive,çarpıtma
Son tartışmada sonucun sadece parlak yanı aktarıldı ve herkes kazanç bekledi,positive,çarpıtma
Sabahki yorumda tek olumlu ayrıntı büyütülmeden bile uygulama başarılı gösterildi,positive,çarpıtma
Yayındaki anlatım yalnız artan kısmı gösterip hamleyi güçlü başarı diye pazarladı,positive,çarpıtma
Canlı yayında tek olumlu ayrıntı büyütülmeden bile hamle başarılı gösterildi,positive,çarpıtma
Kulislerde sonucun sadece parlak yanı aktarıldı ve herkes kazanç bekledi,positive,çarpıtma
Sahadaki yetkili geride kalan sorunları gizleyip kararı yerinde hamle olarak aktardı,positive,çarpıtma
Alanda yalnızca ilk gün ilgisi anlatılınca adım kalıcı iyileşme sayıldı,positive,çarpıtma
Sabahki yorumda ilk sevindirici işaret seçilince proje güven veren sonuç gibi göründü,positive,çarpıtma
Çevrede tek olumlu ayrıntı büyütülmeden bile hamle başarılı gösterildi,positive,çarpıtma
Bugünkü yayında tek olumlu ayrıntı büyütülmeden bile program başarılı gösterildi,positive,çarpıtma
Toplantıda konuşan isim eksik tabloyla bu çalışmayı net kazanım gibi anlattı,positive,çarpıtma
Yorumcu geride kalan sorunları gizleyip kararı kesin çözüm olarak aktardı,positive,çarpıtma
Sunucu eksik tabloyla bu çalışmayı net kazanım gibi anlattı,positive,çarpıtma
İlk değerlendirmede ilk sevindirici işaret seçilince proje güven veren sonuç gibi göründü,positive,çarpıtma
İzleyicilere göre tek olumlu ayrıntı büyütülmeden bile adım başarılı gösterildi,positive,çarpıtma
Yöneticilerden biri geride kalan sorunları gizleyip kararı net kazanım olarak aktardı,positive,çarpıtma
Sunucu sadece iyi tabloyu seçip bu adımı tam başarı diye sundu,positive,çarpıtma
Forum notunda yalnızca küçük toparlanma anlatılınca hamle yerinde hamle sayıldı,positive,çarpıtma
Sabahki yorumda yalnızca salondaki alkış anlatılınca program büyük ilerleme sayıldı,positive,çarpıtma
Kurumdaki bir yönetici geride kalan sorunları gizleyip kararı tam başarı olarak aktardı,positive,çarpıtma
Toplantı çıkışında tek olumlu ayrıntı büyütülmeden bile karar başarılı gösterildi,positive,çarpıtma
Kulislerde yalnızca salondaki alkış anlatılınca program kesin çözüm sayıldı,positive,çarpıtma
Bugünkü yayında tek olumlu ayrıntı büyütülmeden bile adım başarılı gösterildi,positive,çarpıtma
Konuşmacılardan biri sonucun sadece parlak yanı aktarıldı ve herkes kazanç bekledi,positive,çarpıtma
Yazar eksik tabloyla bu çalışmayı parlak sonuç gibi anlattı,positive,çarpıtma
Sunucu eksik tabloyla bu çalışmayı büyük ilerleme gibi anlattı,positive,çarpıtma
Son paylaşım yalnız ilk gün ilgisi öne çıkarıp süreci büyük ilerleme ilan etti,positive,çarpıtma
Paylaşım sahibi eksik tabloyla bu çalışmayı güçlü dönüş gibi anlattı,positive,çarpıtma
Forum başlığında sonucun sadece parlak yanı aktarıldı ve herkes kazanç bekledi,positive,çarpıtma
Toplantı çıkışında sonucun sadece parlak yanı aktarıldı ve herkes kazanç bekledi,positive,çarpıtma
Kulislerde yalnızca ilk satışlar anlatılınca çalışma büyük ilerleme sayıldı,positive,çarpıtma
Sokakta yalnızca tek olumlu veri anlatılınca çalışma parlak sonuç sayıldı,positive,çarpıtma
İzleyicilere göre sonucun sadece parlak yanı aktarıldı ve herkes kazanç bekledi,positive,çarpıtma
Ekibin yöneticisi geride kalan sorunları gizleyip kararı kalıcı iyileşme olarak aktardı,positive,çarpıtma
Günün sonunda yalnızca başlangıçtaki hareket anlatılınca karar parlak sonuç sayıldı,positive,çarpıtma
Birim yöneticisi sadece iyi tabloyu seçip bu adımı tam başarı diye sundu,positive,çarpıtma
Grubun yöneticisi sadece iyi tabloyu seçip bu adımı kalıcı iyileşme diye sundu,positive,çarpıtma
Yorumcu eksik tabloyla bu çalışmayı parlak sonuç gibi anlattı,positive,çarpıtma
Toplantı çıkışında yalnızca küçük toparlanma anlatılınca girişim kesin çözüm sayıldı,positive,çarpıtma
Sokakta yalnızca salondaki alkış anlatılınca adım net kazanım sayıldı,positive,çarpıtma
Yazar sadece iyi tabloyu seçip bu adımı kalıcı iyileşme diye sundu,positive,çarpıtma
Gönderiyi açan hesap sadece iyi tabloyu seçip bu adımı güçlü dönüş diye sundu,positive,çarpıtma
Mahallede tek olumlu ayrıntı büyütülmeden bile hamle başarılı gösterildi,positive,çarpıtma
İzleyicilere göre tek olumlu ayrıntı büyütülmeden bile girişim başarılı gösterildi,positive,çarpıtma
Salondaki konuşmacı eksik tabloyla bu çalışmayı parlak sonuç gibi anlattı,positive,çarpıtma
Canlı yayında sadece işine gelen örnekler seçildi ve anlatı öyle kuruldu,neutral,çarpıtma
Yorumcu yalnız uygun verileri kullanıp süreci tek çizgide anlattı,neutral,çarpıtma
Paylaşım eksik çerçeveyle kuruldu ve izleyenler o bölüm üzerinden yönlendirildi,neutral,çarpıtma
Sunumda sadece seçilen başlıklar yer aldı ve sonuç tek taraftan anlatıldı,neutral,çarpıtma
Sosyal medyada sadece işine gelen örnekler seçildi ve anlatı öyle kuruldu,neutral,çarpıtma
Yorum sırasında bazı sayılar çıkarılınca görünüm başka bir anlama kaydı,neutral,çarpıtma
Canlı yayında ilk bölüm öne çıkarıldı kalan ayrıntılar ise paylaşılmadı,neutral,çarpıtma
İzleyicilere göre ilk bölüm öne çıkarıldı kalan ayrıntılar ise paylaşılmadı,neutral,çarpıtma
Sosyal medyada ilk bölüm öne çıkarıldı kalan ayrıntılar ise paylaşılmadı,neutral,çarpıtma
Sohbet yöneticisi verinin eksik kısmını dışarıda bırakıp değerlendirmeyi buna göre yaptı,neutral,çarpıtma
Sunucu yalnız uygun verileri kullanıp süreci tek çizgide anlattı,neutral,çarpıtma
Yazar yalnız uygun verileri kullanıp süreci tek çizgide anlattı,neutral,çarpıtma
Bugünkü yayında ilk bölüm öne çıkarıldı kalan ayrıntılar ise paylaşılmadı,neutral,çarpıtma
Yöneticilerden biri yalnız uygun verileri kullanıp süreci tek çizgide anlattı,neutral,çarpıtma
Kanaldaki yönetici yalnız uygun verileri kullanıp süreci tek çizgide anlattı,neutral,çarpıtma
Mesajı yayan hesap yalnız uygun verileri kullanıp süreci tek çizgide anlattı,neutral,çarpıtma
Haberde dar bir kesit verildi ve olay bütünüyle o parçadan okundu,neutral,çarpıtma
Yayın sonrası sadece işine gelen örnekler seçildi ve anlatı öyle kuruldu,neutral,çarpıtma
Dünkü panelde sadece işine gelen örnekler seçildi ve anlatı öyle kuruldu,neutral,çarpıtma
Sokakta sadece işine gelen örnekler seçildi ve anlatı öyle kuruldu,neutral,çarpıtma
Yayına çıkan konuk yalnız uygun verileri kullanıp süreci tek çizgide anlattı,neutral,çarpıtma
Yerel yayında sadece işine gelen örnekler seçildi ve anlatı öyle kuruldu,neutral,çarpıtma
Radyo programında yalnızca erken destek aktarıldı ve tablo bu yönüyle kuruldu,neutral,çarpıtma
Akşam bülteninde ilk bölüm öne çıkarıldı kalan ayrıntılar ise paylaşılmadı,neutral,çarpıtma
Son tartışmada sadece işine gelen örnekler seçildi ve anlatı öyle kuruldu,neutral,çarpıtma
Yorumcu verinin eksik kısmını dışarıda bırakıp değerlendirmeyi buna göre yaptı,neutral,çarpıtma
Günün sonunda yalnızca sınırlı artış aktarıldı ve tablo bu yönüyle kuruldu,neutral,çarpıtma
Toplantının sözcüsü yalnız uygun verileri kullanıp süreci tek çizgide anlattı,neutral,çarpıtma
Masanın öne çıkan ismi verinin eksik kısmını dışarıda bırakıp değerlendirmeyi buna göre yaptı,neutral,çarpıtma
Konuşmacı yalnız uygun verileri kullanıp süreci tek çizgide anlattı,neutral,çarpıtma
Mahallede sadece işine gelen örnekler seçildi ve anlatı öyle kuruldu,neutral,çarpıtma
Günün sonunda ilk bölüm öne çıkarıldı kalan ayrıntılar ise paylaşılmadı,neutral,çarpıtma
Yayın sonrası ilk bölüm öne çıkarıldı kalan ayrıntılar ise paylaşılmadı,neutral,çarpıtma
Alandaki sözcü verinin eksik kısmını dışarıda bırakıp değerlendirmeyi buna göre yaptı,neutral,çarpıtma
Sabahki yorumda yalnızca ilk satışlar aktarıldı ve tablo bu yönüyle kuruldu,neutral,çarpıtma
Toplantı çıkışında sadece işine gelen örnekler seçildi ve anlatı öyle kuruldu,neutral,çarpıtma
Yazar verinin eksik kısmını dışarıda bırakıp değerlendirmeyi buna göre yaptı,neutral,çarpıtma
Toplantı çıkışında ilk bölüm öne çıkarıldı kalan ayrıntılar ise paylaşılmadı,neutral,çarpıtma
İzleyicilere göre sadece işine gelen örnekler seçildi ve anlatı öyle kuruldu,neutral,çarpıtma
Radyo programında sadece işine gelen örnekler seçildi ve anlatı öyle kuruldu,neutral,çarpıtma
Mahallede yalnızca başlangıçtaki hareket aktarıldı ve tablo bu yönüyle kuruldu,neutral,çarpıtma
Kurumdaki bir yönetici verinin eksik kısmını dışarıda bırakıp değerlendirmeyi buna göre yaptı,neutral,çarpıtma
Bugünkü yayında sadece işine gelen örnekler seçildi ve anlatı öyle kuruldu,neutral,çarpıtma
Salondaki konuşmacılardan biri ilk bölüm öne çıkarıldı kalan ayrıntılar ise paylaşılmadı,neutral,çarpıtma
Bugünkü yayında yalnızca tek olumlu veri aktarıldı ve tablo bu yönüyle kuruldu,neutral,çarpıtma
Akşam bülteninde yalnızca ilk satışlar aktarıldı ve tablo bu yönüyle kuruldu,neutral,çarpıtma
Akşam bülteninde yalnızca erken destek aktarıldı ve tablo bu yönüyle kuruldu,neutral,çarpıtma
Radyo programında yalnızca ilk satışlar aktarıldı ve tablo bu yönüyle kuruldu,neutral,çarpıtma
İzleyicilere göre yalnızca ilk gün ilgisi aktarıldı ve tablo bu yönüyle kuruldu,neutral,çarpıtma
Çevrede yalnızca ilk gün ilgisi aktarıldı ve tablo bu yönüyle kuruldu,neutral,çarpıtma
Yayın sonrası yalnızca açılıştaki kalabalık aktarıldı ve tablo bu yönüyle kuruldu,neutral,çarpıtma
Dünkü panelde ilk bölüm öne çıkarıldı kalan ayrıntılar ise paylaşılmadı,neutral,çarpıtma
Grupta ilk bölüm öne çıkarıldı kalan ayrıntılar ise paylaşılmadı,neutral,çarpıtma
Çevrede sadece işine gelen örnekler seçildi ve anlatı öyle kuruldu,neutral,çarpıtma
Ekrandaki konuk verinin eksik kısmını dışarıda bırakıp değerlendirmeyi buna göre yaptı,neutral,çarpıtma
İlk anda sadece işine gelen örnekler seçildi ve anlatı öyle kuruldu,neutral,çarpıtma
Sunucu iyi sonuçları gizleyip kararı ağır sorun gibi yansıttı,negative,çarpıtma
Sahadan konuşan sözcü iyi sonuçları gizleyip kararı ağır sorun gibi yansıttı,negative,çarpıtma
Tek kötü veri büyümeden bile projeyi çökmüş bir iş gibi gösterdi,negative,çarpıtma
Mesaj yalnız arızayı anlattı ve bütün çabayı tam fiyasko gibi sundu,negative,çarpıtma
Anlatı sadece gecikmeye dayanınca süreç beceriksizlik örneği sayıldı,negative,çarpıtma
Sunucu sadece kötü kısmı seçip bu süreci ciddi kayıp diye anlattı,negative,çarpıtma
Grubun admini iyi sonuçları gizleyip kararı ağır sorun gibi yansıttı,negative,çarpıtma
Dolaşımdaki mesaj yalnız arızayı anlattı ve bütün çabayı bariz beceriksizlik gibi sundu,negative,çarpıtma
Günün sonunda eksik ve karanlık tablo yüzünden ekip haksız yere yetersiz sayıldı,negative,çarpıtma
Tek olumsuz ayrıntı öne çıkarılınca çalışma bütünüyle bozuk gösterildi,negative,çarpıtma
Koridorda eksik ve karanlık tablo yüzünden ekip haksız yere yetersiz sayıldı,negative,çarpıtma
Sabahki yorumda eksik ve karanlık tablo yüzünden ekip haksız yere yetersiz sayıldı,negative,çarpıtma
Çevrede yalnızca küçük hata anlatılınca adım büyük başarısızlık sayıldı,negative,çarpıtma
Yayındaki çerçeve sadece zararı gösterdi ve emekler değersizleşti,negative,çarpıtma
Yazışma içinde ilk aksaklık seçilince uygulama tam başarısızlık havasına sokuldu,negative,çarpıtma
Bugünkü mesaj yalnız arızayı anlattı ve bütün çabayı ağır kriz gibi sundu,negative,çarpıtma
Yorumcu iyi sonuçları gizleyip kararı ağır sorun gibi yansıttı,negative,çarpıtma
Bugünkü köşe yazısında eksik ve karanlık tablo yüzünden ekip haksız yere yetersiz sayıldı,negative,çarpıtma
Kısa mesaj yalnız arızayı anlattı ve bütün çabayı ciddi kayıp gibi sundu,negative,çarpıtma
Ekibin yöneticisi sadece kötü kısmı seçip bu süreci ağır kriz diye anlattı,negative,çarpıtma
Mesaj yalnız arızayı anlattı ve bütün çabayı kesin zarar gibi sundu,negative,çarpıtma
Alanda ilk aksaklık seçilince uygulama tam başarısızlık havasına sokuldu,negative,çarpıtma
Forum kullanıcısı ilk aksaklık seçilince uygulama tam başarısızlık havasına sokuldu,negative,çarpıtma
Son tartışmada ilk aksaklık seçilince uygulama tam başarısızlık havasına sokuldu,negative,çarpıtma
Yorum yapan biri eksik ve karanlık tablo yüzünden ekip haksız yere yetersiz sayıldı,negative,çarpıtma
Tartışma sırasında eksik ve karanlık tablo yüzünden ekip haksız yere yetersiz sayıldı,negative,çarpıtma
Dolaşımdaki mesaj yalnız arızayı anlattı ve bütün çabayı net çöküş gibi sundu,negative,çarpıtma
Radyo programında ilk aksaklık seçilince uygulama tam başarısızlık havasına sokuldu,negative,çarpıtma
Bugünkü yayında eksik ve karanlık tablo yüzünden ekip haksız yere yetersiz sayıldı,negative,çarpıtma
Mahallede ilk aksaklık seçilince uygulama tam başarısızlık havasına sokuldu,negative,çarpıtma
Gönderiyi atan profil sadece kötü kısmı seçip bu süreci net çöküş diye anlattı,negative,çarpıtma
Bugünkü yayında ilk aksaklık seçilince uygulama tam başarısızlık havasına sokuldu,negative,çarpıtma
Alanda yalnızca tek olumsuz an anlatılınca uygulama ağır kriz sayıldı,negative,çarpıtma
Yazar iyi sonuçları gizleyip kararı ağır sorun gibi yansıttı,negative,çarpıtma
Konuşmacı iyi sonuçları gizleyip kararı ağır sorun gibi yansıttı,negative,çarpıtma
